"Row","Date","Site.Name","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","Month","Year","Ozone","PM2.5"
3922,2018-07-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,46,NA
3923,2018-07-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,38,NA
3924,2018-07-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,37,NA
3925,2018-07-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,43,NA
3926,2018-07-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,41,NA
3927,2018-07-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,50,NA
3928,2018-07-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,84,NA
3929,2018-07-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,45,NA
3930,2018-07-29,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,38,NA
3931,2018-07-30,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,36,NA
3932,2018-07-31,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,29,NA
3933,2018-08-01,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,34,NA
3934,2018-08-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,26,NA
3935,2018-08-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,25,NA
3936,2018-08-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,39,NA
3937,2018-08-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,42,NA
3938,2018-08-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,44,NA
3939,2018-08-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,44,NA
3940,2018-08-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,39,NA
3941,2018-08-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,45,NA
3942,2018-08-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,50,NA
3943,2018-08-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,45,NA
3944,2018-08-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,43,NA
3945,2018-08-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,48,NA
3946,2018-08-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,44,NA
3947,2018-08-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,58,NA
3948,2018-08-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,61,NA
3949,2018-08-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,47,NA
3950,2018-08-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,30,NA
3951,2018-08-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,33,NA
3952,2018-08-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,33,NA
3953,2018-08-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,32,NA
3954,2018-08-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,35,NA
3955,2018-08-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,39,NA
3956,2018-08-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,44,NA
3957,2018-08-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,48,NA
3958,2018-08-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,49,NA
3959,2018-08-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,54,NA
3960,2018-08-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,64,NA
3961,2018-08-29,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,58,NA
3962,2018-08-31,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,2018,67,NA
3963,2018-09-01,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,42,NA
3964,2018-09-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,32,NA
3965,2018-09-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,37,NA
3966,2018-09-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,37,NA
3967,2018-09-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,40,NA
3968,2018-09-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,47,NA
3969,2018-09-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,41,NA
3970,2018-09-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,36,NA
3971,2018-09-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,13,NA
3972,2018-09-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,16,NA
3973,2018-09-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,33,NA
3974,2018-09-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,19,NA
3975,2018-09-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,71,NA
3976,2018-09-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,48,NA
3977,2018-09-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,48,NA
3978,2018-09-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,20,NA
3979,2018-09-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,17,NA
3980,2018-09-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,36,NA
3981,2018-09-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,41,NA
3982,2018-09-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,25,NA
3983,2018-09-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,26,NA
3984,2018-09-29,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,35,NA
3985,2018-09-30,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,2018,34,NA
3986,2018-10-01,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,49,NA
3987,2018-10-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,49,NA
3988,2018-10-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,39,NA
3989,2018-10-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,39,NA
3990,2018-10-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,38,NA
3991,2018-10-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,30,NA
3992,2018-10-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,38,NA
3993,2018-10-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,31,NA
3994,2018-10-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,29,NA
3995,2018-10-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,16,NA
3996,2018-10-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,19,NA
3997,2018-10-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,34,NA
3998,2018-10-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,36,NA
3999,2018-10-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,42,NA
4000,2018-10-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,28,NA
4001,2018-10-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,35,NA
4002,2018-10-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,25,NA
4003,2018-10-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,25,NA
4004,2018-10-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,21,NA
4005,2018-10-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,38,NA
4006,2018-10-29,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,35,NA
4007,2018-10-30,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,38,NA
4008,2018-10-31,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,2018,44,NA
4243,2018-03-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,46,NA
4244,2018-03-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,44,NA
4245,2018-03-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,47,NA
4246,2018-03-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,46,NA
4247,2018-03-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,44,NA
4248,2018-03-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,61,NA
4249,2018-03-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,49,NA
4250,2018-03-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,44,NA
4251,2018-03-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,40,NA
4252,2018-03-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,44,NA
4253,2018-03-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,40,NA
4254,2018-03-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,47,NA
4255,2018-03-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,48,NA
4256,2018-03-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,47,NA
4257,2018-03-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,45,NA
4258,2018-03-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,44,NA
4259,2018-03-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,45,NA
4260,2018-03-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,45,NA
4261,2018-03-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,43,NA
4262,2018-03-31,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2018,51,NA
4263,2018-04-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,50,NA
4264,2018-04-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,44,NA
4265,2018-04-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,51,NA
4266,2018-04-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,61,NA
4267,2018-04-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,43,NA
4268,2018-04-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,45,NA
4269,2018-04-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,39,NA
4270,2018-04-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,45,NA
4271,2018-04-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,46,NA
4272,2018-04-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,77,NA
4273,2018-04-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,71,NA
4274,2018-04-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,44,NA
4275,2018-04-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,42,NA
4276,2018-04-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,43,NA
4277,2018-04-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,67,NA
4278,2018-04-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,67,NA
4279,2018-04-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,45,NA
4280,2018-04-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,71,NA
4281,2018-04-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,84,NA
4282,2018-04-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,46,NA
4283,2018-04-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,47,NA
4284,2018-04-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,45,NA
4285,2018-04-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,42,NA
4286,2018-04-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,64,NA
4287,2018-04-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,67,NA
4288,2018-04-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,67,NA
4289,2018-04-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,51,NA
4290,2018-04-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,58,NA
4291,2018-05-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,105,NA
4292,2018-05-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,54,NA
4293,2018-05-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,45,NA
4294,2018-05-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,58,NA
4295,2018-05-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,61,NA
4296,2018-05-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,54,NA
4297,2018-05-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,80,NA
4298,2018-05-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,64,NA
4299,2018-05-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,74,NA
4300,2018-05-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,61,NA
4301,2018-05-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,61,NA
4302,2018-05-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,51,NA
4303,2018-05-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,37,NA
4304,2018-05-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,44,NA
4305,2018-05-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,47,NA
4306,2018-05-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,51,NA
4307,2018-05-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,36,NA
4308,2018-05-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,48,NA
4309,2018-05-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,40,NA
4310,2018-05-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,30,NA
4311,2018-05-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,34,NA
4312,2018-05-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,28,NA
4313,2018-05-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,24,NA
4314,2018-05-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,27,NA
4315,2018-05-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,38,NA
4316,2018-05-31,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,51,NA
4317,2018-06-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,47,NA
4318,2018-06-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,49,NA
4319,2018-06-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,49,NA
4320,2018-06-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,67,NA
4321,2018-06-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,77,NA
4322,2018-06-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,80,NA
4323,2018-06-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,49,NA
4324,2018-06-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,61,NA
4325,2018-06-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,58,NA
4326,2018-06-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,50,NA
4327,2018-06-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,44,NA
4328,2018-06-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,45,NA
4329,2018-06-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,36,NA
4330,2018-06-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,67,NA
4331,2018-06-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,61,NA
4332,2018-06-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,54,NA
4333,2018-06-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,49,NA
4334,2018-06-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,43,NA
4335,2018-06-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,29,NA
4336,2018-06-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,40,NA
4337,2018-06-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,46,NA
4338,2018-06-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,45,NA
4339,2018-06-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,41,NA
4340,2018-06-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,36,NA
4341,2018-06-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,34,NA
4342,2018-06-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,44,NA
4343,2018-06-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,44,NA
4344,2018-06-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,45,NA
4345,2018-07-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,30,NA
4346,2018-07-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,31,NA
4347,2018-07-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,45,NA
4348,2018-07-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,39,NA
4349,2018-07-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,30,NA
4350,2018-07-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,41,NA
4351,2018-07-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,35,NA
4352,2018-07-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,58,NA
4353,2018-07-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,46,NA
4354,2018-07-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,45,NA
4355,2018-07-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,50,NA
4356,2018-07-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,43,NA
4357,2018-07-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,49,NA
4358,2018-07-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,45,NA
4359,2018-07-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,41,NA
4360,2018-07-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,40,NA
4361,2018-07-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,41,NA
4362,2018-07-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,50,NA
4363,2018-07-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,48,NA
4364,2018-07-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,48,NA
4365,2018-07-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,50,NA
4366,2018-07-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,35,NA
4367,2018-07-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,40,NA
4368,2018-07-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,54,NA
4369,2018-07-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,43,NA
4370,2018-07-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,77,NA
4371,2018-07-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,44,NA
4372,2018-07-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,44,NA
4373,2018-07-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,38,NA
4374,2018-07-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,34,NA
4375,2018-07-31,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,46,NA
4376,2018-08-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,32,NA
4377,2018-08-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,29,NA
4378,2018-08-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,38,NA
4379,2018-08-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,36,NA
4380,2018-08-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,41,NA
4381,2018-08-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,31,NA
4382,2018-08-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,32,NA
4383,2018-08-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,40,NA
4384,2018-08-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,43,NA
4385,2018-08-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,37,NA
4386,2018-08-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,40,NA
4387,2018-08-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,41,NA
4388,2018-08-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,41,NA
4389,2018-08-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,45,NA
4390,2018-08-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,37,NA
4391,2018-08-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,44,NA
4392,2018-08-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,34,NA
4393,2018-08-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,39,NA
4394,2018-08-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,36,NA
4395,2018-08-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,34,NA
4396,2018-08-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,40,NA
4397,2018-08-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,40,NA
4398,2018-08-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,43,NA
4399,2018-08-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,42,NA
4400,2018-08-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,44,NA
4401,2018-08-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,43,NA
4402,2018-08-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,43,NA
4403,2018-08-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,43,NA
4404,2018-08-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,38,NA
4405,2018-08-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,38,NA
4406,2018-08-31,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,44,NA
4407,2018-09-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,36,NA
4408,2018-09-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,31,NA
4409,2018-09-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,32,NA
4410,2018-09-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,32,NA
4411,2018-09-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,41,NA
4412,2018-09-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,40,NA
4413,2018-09-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,43,NA
4414,2018-09-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,32,NA
4415,2018-09-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,29,NA
4416,2018-09-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,27,NA
4417,2018-09-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,28,NA
4418,2018-09-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,30,NA
4419,2018-09-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,48,NA
4420,2018-09-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,44,NA
4421,2018-09-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,43,NA
4422,2018-09-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,44,NA
4423,2018-09-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,37,NA
4424,2018-09-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,27,NA
4425,2018-09-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,28,NA
4426,2018-09-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,31,NA
4427,2018-09-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,25,NA
4428,2018-09-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,32,NA
4429,2018-09-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,31,NA
4430,2018-09-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,2018,32,NA
4431,2018-10-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,41,NA
4432,2018-10-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,35,NA
4433,2018-10-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,32,NA
4434,2018-10-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,39,NA
4435,2018-10-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,40,NA
4436,2018-10-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,43,NA
4437,2018-10-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,42,NA
4438,2018-10-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,32,NA
4439,2018-10-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,32,NA
4440,2018-10-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,20,NA
4441,2018-10-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,35,NA
4442,2018-10-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,44,NA
4443,2018-10-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,33,NA
4444,2018-10-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,37,NA
4445,2018-10-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,2018,39,NA
